Group;  in;  out; indef; in/out;  in-out/in+out; hub_ranks; auth_ranks
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 2; 0; 0; inf; 1; 0; 0.0075948
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 1; 3; 0; 0.33333; -0.5; 0.011304; 0.0029426
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 1; 0; 0; -1; 0.0029435; 0
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 0; 0; 0; inf; inf; 0.0045872; 0.0045872
Hyp old; 3; 1; 0; 3; 0.5; 0.0039806; 0.011303
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 1; 0; 0; -1; 0.0090909; 0
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 1; 0; 0; -1; 0.0090909; 0
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 1; 0; 0; -1; 0.0090909; 0
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 1; 0; 0; inf; 1; 0; 0.0090909
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 1; 0; 0; -1; 0.0090909; 0
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 1; 0; 0; inf; 1; 0; 0.0090909
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 1; 0; 0; inf; 1; 0; 0.0090909
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 0; 0; 0; inf; inf; 0.0045455; 0.0045455
Hyp old; 1; 0; 0; inf; 1; 0; 0.0090909
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
Hyp old; 0; 0; 0; inf; inf; 0.0033003; 0.0033003
