Group;  cell;  Dli; abs; perc
Int neuro; 110; 35; 9.8569; 21.2893
Int neuro; 110; 32; 14.7996; 31.9357
Int neuro; 110; 18; 8.669; 18.8102
Int neuro; 111; 33; 3.9659; 8.6695
Int neuro; 111; 53; 8.742; 19.0781
Int neuro; 111; 127; 4.2606; 9.2797
Int neuro; 111; 16; 7.7019; 16.8751
Int neuro; 112; 26; 4.3619; 8.0248
Int neuro; 112; 48; 14.135; 26.1806
Int neuro; 112; 5; 5.0274; 9.3258
Int neuro; 112; 26; 21.1374; 39.1826
Int neuro; 112; 28; 17.7885; 33.1235
Int neuro; 112; 13; 5.8873; 10.9873
Int neuro; 112; 24; 17.1312; 31.9921
Int neuro; 113; 23; 10.2127; 19.9271
Int neuro; 113; 25; 17.0535; 33.3484
Int neuro; 113; 19; 12.1565; 23.6564
Int neuro; 113; 19; 13.9406; 27.169
Int neuro; 114; 19; 12.2174; 26.2077
Int neuro; 114; 31; 10.4712; 22.5273
Int neuro; 114; 25; 18.1997; 39.2029
Int neuro; 114; 22; 7.7318; 16.6514
Int neuro; 115; 26; 9.4381; 21.3238
Int neuro; 115; 37; 5.6066; 12.66
Int neuro; 115; 26; 10.5763; 23.8784
Int neuro; 115; 25; 3.9833; 9.0054
Int neuro; 116; 18; 9.0422; 19.8497
Int neuro; 116; 34; 14.7837; 32.5889
Int neuro; 116; 32; 20.4267; 45.0118
Int neuro; 116; 23; 10.8333; 24.0035
Int neuro; 117; 29; 8.1079; 18.0252
Int neuro; 117; 36; 12.1625; 27.0428
Int neuro; 117; 51; 9.2598; 20.6023
Int neuro; 117; 26; 11.1695; 24.9271
Int neuro; 118; 34; 13.2422; 27.8362
Int neuro; 118; 21; 12.3838; 26.1575
Int neuro; 118; 51; 17.3503; 36.646
Int neuro; 118; 15; 14.3648; 30.3864
Int neuro; 119; 110; 5.7766; 13.0344
Int neuro; 119; 41; 13.1949; 29.7066
Int neuro; 119; 20; 3.9691; 8.9227
Int neuro; 119; 23; 6.3186; 14.2151
Int neuro; 119; 20; 9.7081; 21.8752
Int neuro; 120; 25; 11.5782; 23.1454
Int neuro; 120; 28; 14.0403; 28.1367
Int neuro; 120; 19; 21.2286; 42.577
Int neuro; 120; 24; 10.4682; 20.9778
Int neuro; 121; 24; 8.2794; 17.3498
Int neuro; 121; 28; 11.566; 24.3041
Int neuro; 121; 23; 17.3593; 36.5698
Int neuro; 121; 30; 7.9524; 16.7996
Int neuro; 122; 32; 5.1955; 12.7766
Int neuro; 122; 26; 8.1613; 19.9216
Int neuro; 122; 21; 3.2567; 7.9501
Int neuro; 122; 13; 6.1544; 15.0805
Int neuro; 123; 33; 13.536; 25.7349
Int neuro; 123; 23; 3.5802; 6.8227
Int neuro; 123; 16; 4.336; 8.24
Int neuro; 123; 48; 21.1353; 40.3731
Int neuro; 123; 23; 24.369; 46.6339
Int neuro; 123; 17; 5.1247; 9.8447
Int neuro; 123; 18; 17.8267; 34.2711
Int neuro; 124; 23; 9.193; 19.0997
Int neuro; 124; 20; 14.4469; 30.1197
Int neuro; 124; 27; 20.4239; 42.64
Int neuro; 124; 17; 11.2467; 23.5319
Int neuro; 125; 24; 5.7833; 12.6809
Int neuro; 125; 37; 9.4227; 20.7076
Int neuro; 125; 54; 6.3313; 14.0919
Int neuro; 125; 91; 7.9971; 17.6684
Int neuro; 126; 42; 8.5757; 19.0982
Int neuro; 126; 35; 11.7222; 26.1519
Int neuro; 126; 59; 11.1785; 24.8139
Int neuro; 126; 49; 9.7761; 21.6553
Int neuro; 127; 37; 12.0275; 24.2657
Int neuro; 127; 21; 16.8054; 33.799
Int neuro; 127; 34; 12.3467; 24.9576
Int neuro; 127; 22; 16.2854; 33.0813
Int neuro; 128; 24; 4.108; 10.9992
Int neuro; 128; 21; 8.0738; 21.1004
Int neuro; 128; 28; 6.4498; 16.5548
Int neuro; 128; 25; 10.2614; 26.2405
Int neuro; 129; 28; 15.9165; 33.1771
Int neuro; 129; 29; 17.8641; 37.3492
Int neuro; 129; 26; 16.3423; 34.0399
Int neuro; 129; 22; 16.6485; 34.7073
Int neuro; 130; 33; 6.3961; 12.9851
Int neuro; 130; 35; 11.9381; 24.2143
Int neuro; 130; 28; 10.9469; 22.1663
Int neuro; 130; 44; 10.6194; 21.5261
Int neuro; 131; 17; 14.4997; 29.5239
Int neuro; 131; 6; 4.581; 9.3421
Int neuro; 131; 24; 21.0802; 43.0445
Int neuro; 131; 22; 19.3317; 39.6817
Int neuro; 131; 11; 6.4945; 13.37
Int neuro; 131; 25; 18.6642; 38.4396
Int neuro; 132; 20; 9.4287; 24.9095
Int neuro; 132; 33; 3.9858; 10.5014
Int neuro; 132; 23; 10.0765; 26.409
Int neuro; 132; 23; 3.1626; 8.323
Int neuro; 133; 25; 7.5889; 14.4472
Int neuro; 133; 22; 15.3443; 29.3356
Int neuro; 133; 18; 23.1225; 44.3264
Int neuro; 133; 30; 10.7651; 20.6591
Int neuro; 134; 33; 11.8717; 28.2424
Int neuro; 134; 34; 7.9315; 18.9369
Int neuro; 134; 41; 10.9492; 25.8583
Int neuro; 134; 33; 6.8996; 16.2875
Int neuro; 135; 33; 10.7447; 21.0437
Int neuro; 135; 29; 18.3921; 36.1358
Int neuro; 135; 29; 23.6511; 46.5625
Int neuro; 135; 27; 15.385; 30.2969
Int neuro; 136; 46; 6.0022; 12.2494
Int neuro; 136; 31; 9.1378; 18.5977
Int neuro; 136; 42; 7.1128; 14.3968
Int neuro; 136; 34; 6.9674; 13.9764
Int neuro; 137; 35; 10.4765; 21.8106
Int neuro; 137; 50; 3.9005; 8.1288
Int neuro; 137; 32; 17.5976; 36.7393
Int neuro; 137; 31; 16.7582; 35.0348
Int neuro; 137; 15; 5.3719; 11.2613
Int neuro; 137; 24; 14.9326; 31.3165
Int neuro; 138; 34; 11.5391; 20.5781
Int neuro; 138; 30; 7.2312; 12.9055
Int neuro; 138; 34; 12.5305; 22.5799
Int neuro; 138; 38; 6.0062; 10.8888
Int neuro; 139; 36; 12.507; 27.863
Int neuro; 139; 41; 10.0905; 22.1672
Int neuro; 139; 87; 11.9498; 26.2871
Int neuro; 139; 107; 12.217; 26.7672
Int neuro; 140; 30; 4.1701; 8.1401
Int neuro; 140; 30; 14.9268; 29.2728
Int neuro; 140; 17; 5.6599; 11.1385
Int neuro; 140; 18; 21.691; 42.8936
Int neuro; 140; 25; 22.3543; 44.4621
Int neuro; 140; 12; 5.5538; 11.0709
Int neuro; 140; 22; 17.4046; 34.7098
Int neuro; 141; 83; 13.364; 30.1595
Int neuro; 141; 95; 8.8332; 19.9823
Int neuro; 141; 100; 14.89; 33.5288
Int neuro; 141; 47; 6.5981; 14.8301
Int neuro; 142; 29; 5.1782; 14.9023
Int neuro; 142; 22; 10.0979; 28.9266
Int neuro; 142; 25; 5.7439; 16.3408
Int neuro; 142; 26; 7.3019; 20.7179
Int neuro; 143; 40; 12.6587; 29.0182
Int neuro; 143; 23; 6.1221; 14.0204
Int neuro; 143; 23; 13.0055; 29.8454
Int neuro; 143; 57; 5.2876; 12.1556
Int neuro; 144; 25; 8.5964; 18.1145
Int neuro; 144; 26; 16.3415; 34.4628
Int neuro; 144; 25; 19.5753; 41.3366
Int neuro; 144; 17; 11.9224; 25.2368
Int neuro; 145; 25; 12.6607; 25.5958
Int neuro; 145; 23; 18.0456; 36.7848
Int neuro; 145; 27; 12.69; 25.9211
Int neuro; 145; 14; 4.6302; 9.4879
Int neuro; 145; 26; 15.436; 31.6499
Int neuro; 146; 24; 3.6816; 8.6215
Int neuro; 146; 312; 6.9867; 16.2859
Int neuro; 146; 25; 4.2034; 9.8227
Int neuro; 146; 16; 5.004; 11.7115
Int neuro; 147; 22; 15.1469; 31.7548
Int neuro; 147; 25; 11.2662; 23.7428
Int neuro; 147; 20; 17.1937; 36.1865
Int neuro; 147; 27; 8.1214; 17.0891
Int neuro; 148; 35; 6.6871; 15.2837
Int neuro; 148; 29; 9.0506; 20.6517
Int neuro; 148; 57; 7.0174; 15.9478
Int neuro; 148; 44; 8.2159; 18.7509
Int neuro; 149; 33; 11.2701; 21.8608
Int neuro; 149; 21; 11.6778; 22.6611
Int neuro; 149; 26; 19.1776; 37.2984
Int neuro; 149; 27; 8.5498; 16.6317
Int neuro; 150; 32; 4.3005; 8.8668
Int neuro; 150; 43; 6.779; 13.8818
Int neuro; 150; 155; 4.7679; 9.7221
Int neuro; 150; 64; 6.6771; 13.7728
Int neuro; 151; 44; 8.8908; 23.7713
Int neuro; 151; 37; 11.5469; 30.8045
Int neuro; 151; 33; 9.3395; 24.7457
Int neuro; 151; 30; 10.4524; 27.7191
Int neuro; 152; 25; 9.9676; 19.9838
Int neuro; 152; 28; 5.8824; 11.9917
Int neuro; 152; 69; 9.0581; 18.4575
Int neuro; 153; 24; 3.6087; 7.4486
Int neuro; 154; 27; 14.9756; 34.091
Int neuro; 154; 15; 3.8572; 8.7553
Int neuro; 154; 38; 10.7981; 24.6403
Int neuro; 154; 22; 16.0428; 36.6263
Int neuro; 154; 30; 9.7485; 22.3767
Int neuro; 155; 31; 7.9325; 15.9665
Int neuro; 155; 30; 14.5503; 29.3977
Int neuro; 155; 30; 21.1977; 42.859
Int neuro; 155; 19; 11.765; 23.7956
Int neuro; 156; 30; 13.0962; 30.8484
Int neuro; 156; 40; 10.043; 23.662
Int neuro; 156; 29; 13.4255; 31.5536
Int neuro; 156; 31; 9.7789; 22.926
Int neuro; 157; 25; 8.0933; 17.7786
Int neuro; 157; 28; 10.883; 23.9468
Int neuro; 157; 24; 19.8819; 43.7241
Int neuro; 157; 25; 8.0758; 17.7311
Int neuro; 158; 21; 7.0499; 15.2684
Int neuro; 158; 27; 15.2509; 33.113
Int neuro; 158; 27; 19.061; 41.2049
Int neuro; 158; 22; 11.1389; 24.1287
Int neuro; 159; 34; 6.4799; 13.0139
Int neuro; 159; 25; 13.7541; 27.7256
Int neuro; 159; 29; 20.5039; 41.3754
Int neuro; 159; 30; 10.7326; 21.6758
Int neuro; 160; 25; 9.7136; 19.6713
Int neuro; 160; 33; 17.3635; 35.21
Int neuro; 160; 54; 13.1273; 26.5598
Int neuro; 160; 25; 13.8165; 28.1132
Int neuro; 161; 32; 6.9084; 15.1796
Int neuro; 161; 28; 8.9377; 19.7507
Int neuro; 161; 34; 8.0437; 17.6812
Int neuro; 161; 28; 6.8781; 15.1583
Int neuro; 162; 27; 9.8893; 21.9079
Int neuro; 162; 35; 17.336; 38.5334
Int neuro; 162; 31; 17.7124; 39.5729
Int neuro; 162; 21; 13.967; 31.2319
Int neuro; 163; 20; 12.9883; 28.0947
Int neuro; 163; 17; 11.8617; 25.6116
Int neuro; 163; 25; 18.8999; 40.8544
Int neuro; 163; 26; 8.8773; 19.168
Int neuro; 164; 65; 9.0237; 22.3328
Int neuro; 164; 35; 10.6288; 26.1696
Int neuro; 164; 39; 10.8786; 26.824
Int neuro; 164; 42; 10.9444; 27.0863
Int neuro; 165; 23; 7.6984; 17.6783
Int neuro; 165; 24; 10.197; 23.4344
Int neuro; 165; 37; 18.8294; 42.9615
Int neuro; 165; 26; 8.1997; 18.7802
Int neuro; 166; 32; 8.3169; 17.629
Int neuro; 166; 35; 11.7025; 24.8176
Int neuro; 166; 33; 19.358; 41.1212
Int neuro; 166; 32; 9.767; 20.764
Int neuro; 167; 59; 6.008; 14.9365
Int neuro; 167; 62; 4.2337; 10.5016
Int neuro; 167; 29; 4.2802; 10.6132
Int neuro; 168; 51; 5.6325; 13.0696
Int neuro; 168; 29; 10.9106; 25.3246
Int neuro; 168; 21; 7.1842; 16.6705
Int neuro; 168; 25; 7.5189; 17.4461
Int neuro; 169; 20; 15.352; 30.1799
Int neuro; 169; 31; 13.2195; 26.0014
Int neuro; 169; 25; 20.9727; 41.3429
Int neuro; 169; 27; 10.2519; 20.2006
Int neuro; 170; 19; 11.7727; 22.0998
Int neuro; 170; 31; 8.0102; 15.0228
Int neuro; 170; 28; 13.4357; 25.4453
Int neuro; 170; 21; 5.4555; 10.3713
Int neuro; 171; 24; 14.78; 36.9367
Int neuro; 171; 24; 9.7104; 24.3416
Int neuro; 171; 27; 15.7886; 39.7138
Int neuro; 171; 22; 9.5319; 23.9835
Int neuro; 172; 26; 4.1195; 12.2487
Int neuro; 172; 27; 5.8766; 17.4127
Int neuro; 172; 28; 4.0582; 11.9288
Int neuro; 172; 29; 4.9616; 14.5764
Int neuro; 173; 36; 13.7985; 30.7364
Int neuro; 173; 29; 12.5432; 28.0817
Int neuro; 173; 36; 13.5022; 30.1749
Int neuro; 173; 28; 12.2253; 27.3724
Int neuro; 174; 44; 5.8308; 12.5818
Int neuro; 174; 104; 13.1876; 28.5435
Int neuro; 174; 26; 8.257; 17.9642
Int neuro; 174; 24; 10.957; 23.8688
Int neuro; 175; 30; 9.2568; 21.4653
Int neuro; 175; 32; 14.8978; 34.6938
Int neuro; 175; 18; 15.5789; 36.1408
Int neuro; 175; 20; 11.948; 27.7819
Int neuro; 176; 42; 7.2909; 15.7424
Int neuro; 176; 31; 13.197; 28.5667
Int neuro; 176; 40; 6.7524; 14.6564
Int neuro; 176; 25; 12.2114; 26.474
Int neuro; 177; 30; 6.1649; 13.6511
Int neuro; 177; 32; 12.4749; 27.643
Int neuro; 177; 33; 17.0812; 37.9545
Int neuro; 177; 23; 8.4454; 18.7322
Int neuro; 178; 33; 6.0462; 13.4571
Int neuro; 178; 32; 11.9445; 26.3886
Int neuro; 178; 26; 8.0276; 17.7166
Int neuro; 178; 29; 8.1307; 17.9031
Int neuro; 179; 37; 2.4311; 8.0095
Int neuro; 180; 38; 8.6153; 18.0695
Int neuro; 180; 26; 14.4892; 30.4704
Int neuro; 180; 29; 7.9506; 16.7353
Int neuro; 180; 30; 12.5953; 26.5176
Int neuro; 181; 28; 6.8007; 15.3603
Int neuro; 181; 25; 14.2283; 32.2
Int neuro; 181; 30; 18.2915; 41.3551
Int neuro; 181; 18; 10.9588; 24.8811
Int neuro; 182; 41; 11.3936; 22.8773
Int neuro; 182; 23; 18.4689; 37.1976
Int neuro; 182; 32; 12.7369; 25.7275
Int neuro; 182; 28; 15.1779; 30.87
Int neuro; 183; 25; 9.7952; 21.1264
Int neuro; 183; 31; 16.8403; 36.3665
Int neuro; 183; 29; 14.5022; 31.3243
Int neuro; 183; 30; 14.225; 30.7675
Int neuro; 184; 29; 7.3306; 16.4653
Int neuro; 184; 31; 10.297; 23.0917
Int neuro; 184; 30; 9.3741; 21.0177
Int neuro; 184; 26; 9.0389; 20.1667
Int neuro; 185; 27; 10.7968; 22.8682
Int neuro; 185; 26; 17.8848; 37.8871
Int neuro; 185; 38; 11.7887; 24.9532
Int neuro; 185; 29; 14.2943; 30.2911
Int neuro; 186; 27; 13.0799; 27.3188
Int neuro; 186; 28; 10.4481; 21.8373
Int neuro; 186; 22; 16.4507; 34.3124
Int neuro; 186; 33; 7.5621; 15.7366
Int neuro; 187; 26; 12.699; 25.8096
Int neuro; 187; 33; 9.1563; 18.6441
Int neuro; 187; 50; 13.3933; 27.2409
Int neuro; 187; 24; 6.1629; 12.6034
Int neuro; 188; 33; 14.3003; 29.307
Int neuro; 188; 27; 12.135; 24.9284
Int neuro; 188; 32; 15.7595; 32.3606
Int neuro; 188; 24; 11.6095; 23.8952
Int neuro; 189; 29; 7.0689; 15.6045
Int neuro; 189; 43; 8.5682; 18.8629
Int neuro; 189; 27; 13.7177; 30.1779
Int neuro; 189; 27; 6.7795; 14.923
Int neuro; 190; 24; 10.0175; 23.2587
Int neuro; 190; 28; 5.4024; 12.5386
Int neuro; 190; 26; 12.2506; 28.349
Int neuro; 190; 25; 4.4555; 10.312
Int neuro; 191; 24; 6.4712; 14.9951
Int neuro; 191; 35; 14.8693; 34.4724
Int neuro; 191; 28; 16.2578; 37.6622
Int neuro; 191; 19; 10.9286; 25.287
Int neuro; 192; 26; 7.1308; 16.343
Int neuro; 192; 35; 13.9372; 31.8417
Int neuro; 192; 26; 18.9925; 43.392
Int neuro; 192; 31; 11.3923; 25.9881
Int neuro; 193; 28; 11.8531; 29.156
Int neuro; 193; 33; 8.6735; 21.379
Int neuro; 193; 25; 14.6464; 36.0615
Int neuro; 193; 49; 6.0278; 14.8984
Int neuro; 194; 32; 7.3056; 13.9998
Int neuro; 194; 19; 15.8493; 30.338
Int neuro; 194; 27; 8.4419; 16.1577
Int neuro; 194; 22; 12.0874; 23.1915
Int neuro; 195; 29; 7.8425; 18.1853
Int neuro; 195; 21; 15.347; 35.6095
Int neuro; 195; 27; 11.5651; 26.827
Int neuro; 195; 19; 14.4401; 33.5977
Int neuro; 196; 35; 9.3179; 19.1173
Int neuro; 196; 41; 11.8961; 24.3837
Int neuro; 196; 43; 16.5082; 33.8703
Int neuro; 196; 48; 9.3653; 19.2621
Int neuro; 197; 28; 14.7678; 28.5495
Int neuro; 197; 23; 14.2896; 27.7254
Int neuro; 197; 39; 15.1961; 29.4948
Int neuro; 197; 27; 14.0212; 27.3127
Int neuro; 198; 28; 2.4915; 7.6684
Int neuro; 198; 39; 4.0289; 12.3851
Int neuro; 198; 25; 2.5885; 7.8922
Int neuro; 198; 29; 4.1351; 12.6152
Int neuro; 199; 25; 10.9189; 22.1665
Int neuro; 199; 24; 16.0827; 32.5693
Int neuro; 199; 23; 11.914; 24.2191
Int neuro; 199; 29; 16.052; 32.7278
Int neuro; 200; 20; 6.3313; 14.7092
Int neuro; 200; 23; 14.5752; 33.9877
Int neuro; 200; 22; 9.3139; 21.6641
Int neuro; 200; 24; 10.5046; 24.4177
Int neuro; 201; 31; 8.3889; 19.0024
Int neuro; 201; 22; 10.5832; 24.0724
Int neuro; 201; 24; 8.2804; 18.7949
Int neuro; 201; 27; 10.2673; 23.3726
Int neuro; 202; 40; 5.6326; 12.4681
Int neuro; 202; 26; 12.861; 28.4038
Int neuro; 202; 33; 18.3234; 40.4409
Int neuro; 202; 33; 9.1447; 20.248
Int neuro; 203; 25; 13.2581; 26.7988
Int neuro; 203; 28; 10.8378; 21.746
Int neuro; 203; 29; 16.1189; 32.6568
Int neuro; 203; 29; 9.4427; 19.1522
Int neuro; 204; 39; 5.6821; 15.977
Int neuro; 204; 30; 7.6229; 21.3459
Int neuro; 204; 51; 6.6653; 18.4971
Int neuro; 204; 27; 6.2922; 17.489
Int neuro; 205; 26; 7.8559; 19.8389
Int neuro; 205; 35; 9.3822; 23.5904
Int neuro; 205; 27; 14.993; 37.5618
Int neuro; 205; 27; 6.5764; 16.5218
Int neuro; 206; 24; 11.9347; 27.7258
Int neuro; 206; 31; 7.4758; 17.3179
Int neuro; 206; 27; 13.5952; 31.4924
Int neuro; 206; 32; 6.5097; 15.0289
Int neuro; 207; 32; 8.0967; 18.6247
Int neuro; 207; 30; 16.6914; 38.3834
Int neuro; 207; 29; 16.4889; 37.9894
Int neuro; 207; 33; 12.6394; 29.1165
Int neuro; 208; 50; 6.7963; 15.987
Int neuro; 208; 24; 14.4264; 33.8819
Int neuro; 208; 24; 17.9294; 42.161
Int neuro; 208; 28; 10.2809; 24.1692
Int neuro; 209; 31; 10.6013; 22.3091
Int neuro; 209; 44; 7.889; 16.5523
Int neuro; 209; 29; 11.249; 23.495
Int neuro; 209; 36; 5.8755; 12.2778
Int neuro; 210; 26; 8.6387; 16.996
Int neuro; 210; 31; 17.3618; 34.2193
Int neuro; 210; 28; 10.9016; 21.4913
Int neuro; 210; 24; 12.52; 24.711
Int neuro; 211; 24; 7.189; 17.28
Int neuro; 211; 33; 14.1534; 34.2009
Int neuro; 211; 26; 12.3283; 29.7271
Int neuro; 211; 31; 10.9321; 26.3836
Int neuro; 212; 26; 7.2088; 17.6415
Int neuro; 212; 25; 11.1309; 27.3427
Int neuro; 212; 26; 9.6344; 23.5898
Int neuro; 212; 26; 10.0194; 24.6517
Int neuro; 213; 35; 14.6865; 32.0789
Int neuro; 213; 40; 11.7854; 25.8396
Int neuro; 213; 40; 14.9823; 32.7773
Int neuro; 213; 21; 10.0815; 22.0347
Int neuro; 214; 21; 7.406; 16.5235
Int neuro; 214; 18; 14.5842; 32.4716
Int neuro; 214; 35; 9.1356; 20.3374
Int neuro; 214; 30; 12.619; 28.1229
Int neuro; 215; 21; 5.0878; 12.1555
Int neuro; 215; 22; 12.8624; 30.7979
Int neuro; 215; 25; 18.9402; 45.373
Int neuro; 215; 24; 10.4061; 24.8922
Int neuro; 216; 33; 14.694; 30.8264
Int neuro; 216; 28; 9.3012; 19.5933
Int neuro; 216; 27; 15.323; 32.1731
Int neuro; 216; 29; 8.3068; 17.5498
Int neuro; 217; 34; 7.5917; 18.913
Int neuro; 217; 27; 9.7308; 24.2457
Int neuro; 217; 19; 15.0523; 37.4447
Int neuro; 217; 34; 7.0274; 17.4852
Int neuro; 218; 28; 4.2935; 11.117
Int neuro; 218; 31; 12.1588; 31.4341
Int neuro; 218; 32; 17.9032; 46.228
Int neuro; 218; 33; 7.482; 19.3055
Int neuro; 219; 29; 4.2977; 13.3724
Int neuro; 219; 38; 6.5498; 20.2889
Int neuro; 219; 49; 3.9504; 12.1324
Int neuro; 219; 22; 5.761; 17.6765
Int neuro; 220; 29; 8.0483; 15.3653
Int neuro; 220; 17; 14.3604; 27.4193
Int neuro; 220; 32; 10.5305; 20.0905
Int neuro; 220; 25; 12.1763; 23.2334
Int neuro; 221; 34; 12.6513; 26.8247
Int neuro; 221; 34; 10.7481; 22.914
Int neuro; 221; 28; 13.6927; 29.1073
Int neuro; 221; 27; 10.212; 21.6588
Int neuro; 222; 32; 10.9883; 25.0784
Int neuro; 222; 25; 12.49; 28.4951
Int neuro; 222; 27; 11.1392; 25.3566
Int neuro; 222; 32; 11.6196; 26.4668
Int neuro; 223; 37; 9.3806; 19.5199
Int neuro; 223; 30; 10.3715; 21.6432
Int neuro; 223; 34; 10.3379; 21.5209
Int neuro; 223; 38; 10.0779; 20.6782
Int neuro; 224; 23; 6.5005; 14.3957
Int neuro; 224; 37; 12.0988; 26.7581
Int neuro; 224; 30; 10.2587; 22.7323
Int neuro; 224; 26; 11.2983; 25.024
Int neuro; 225; 27; 4.2022; 10.1567
Int neuro; 225; 24; 12.0808; 29.1283
Int neuro; 225; 33; 18.2477; 43.8987
Int neuro; 225; 25; 8.8665; 21.3583
Int neuro; 226; 38; 15.6261; 35.8671
Int neuro; 226; 24; 8.8957; 20.5277
Int neuro; 226; 27; 13.8327; 31.9213
Int neuro; 226; 23; 6.6193; 15.2803
Int neuro; 227; 28; 7.4349; 16.0447
Int neuro; 227; 29; 15.8596; 34.2173
Int neuro; 227; 64; 10.9629; 23.6622
Int neuro; 227; 24; 12.7853; 27.6706
Int neuro; 228; 20; 7.2954; 16.0571
Int neuro; 228; 26; 17.1231; 37.643
Int neuro; 228; 33; 11.8953; 26.1672
Int neuro; 228; 32; 12.1201; 26.7217
Int neuro; 229; 23; 6.0253; 12.3082
Int neuro; 229; 25; 13.4823; 27.4486
Int neuro; 229; 31; 9.9224; 20.2103
Int neuro; 229; 27; 10.9322; 22.2557
Int neuro; 230; 32; 5.329; 12.9672
Int neuro; 230; 28; 11.8639; 28.878
Int neuro; 230; 34; 17.1022; 41.391
Int neuro; 230; 26; 8.2838; 20.122
Int neuro; 231; 17; 9.5045; 24.3706
Int neuro; 231; 37; 7.0543; 18.0813
Int neuro; 231; 24; 14.0443; 35.851
Int neuro; 231; 26; 5.8473; 14.8599
Int neuro; 232; 33; 7.8533; 14.7076
Int neuro; 232; 24; 16.7521; 31.4067
Int neuro; 232; 24; 8.7645; 16.4284
Int neuro; 232; 25; 11.7988; 22.2278
Int neuro; 233; 25; 5.5107; 14.0961
Int neuro; 233; 21; 9.8579; 25.2508
Int neuro; 233; 19; 17.1455; 43.7146
Int neuro; 233; 24; 6.5363; 16.6849
Int neuro; 234; 30; 5.6185; 16.5698
Int neuro; 234; 33; 9.5555; 28.0284
Int neuro; 234; 36; 5.4981; 15.9905
Int neuro; 234; 21; 8.3621; 24.3571
Int neuro; 235; 44; 15.4703; 35.6796
Int neuro; 235; 37; 10.9741; 25.1381
Int neuro; 235; 29; 17.6765; 40.6213
Int neuro; 235; 32; 8.5224; 19.6139
Int neuro; 236; 27; 17.0647; 36.1025
Int neuro; 236; 32; 14.4905; 30.7275
Int neuro; 236; 20; 16.604; 35.1445
Int neuro; 236; 25; 14.8854; 31.6344
Int neuro; 237; 24; 7.0127; 16.5542
Int neuro; 237; 23; 14.067; 33.3027
Int neuro; 237; 19; 17.1114; 40.5332
Int neuro; 237; 29; 11.188; 26.6005
Int neuro; 238; 28; 8.934; 15.9954
Int neuro; 238; 28; 15.4156; 27.6898
Int neuro; 238; 23; 9.1802; 16.4762
Int neuro; 238; 28; 12.9808; 23.4263
Int neuro; 239; 25; 7.7895; 16.027
Int neuro; 239; 23; 15.6989; 32.4466
Int neuro; 239; 21; 19.5839; 40.5346
Int neuro; 239; 33; 11.6549; 24.1472
Int neuro; 240; 33; 8.2108; 16.3657
Int neuro; 240; 27; 16.3925; 32.555
Int neuro; 240; 32; 10.1262; 20.187
Int neuro; 240; 37; 11.8284; 23.5762
Int neuro; 241; 31; 11.7954; 25.7431
Int neuro; 241; 27; 12.5879; 27.7006
Int neuro; 241; 24; 19.1176; 42.0782
Int neuro; 241; 35; 9.9104; 21.7517
Int neuro; 242; 24; 11.5394; 26.5244
Int neuro; 242; 37; 13.397; 30.7956
Int neuro; 242; 30; 18.6548; 42.8416
Int neuro; 242; 33; 9.9994; 22.9792
Int neuro; 243; 22; 15.6961; 32.1421
Int neuro; 243; 33; 12.2946; 25.3242
Int neuro; 243; 22; 17.6963; 36.507
Int neuro; 243; 23; 10.4987; 21.7256
Int neuro; 244; 54; 15.5027; 35.1187
Int neuro; 244; 29; 9.9616; 22.5913
Int neuro; 244; 19; 13.7974; 31.3053
Int neuro; 244; 30; 7.3965; 16.7824
Int neuro; 245; 23; 18.887; 37.1809
Int neuro; 245; 34; 14.9256; 29.5833
Int neuro; 245; 13; 3.559; 7.0545
Int neuro; 245; 16; 21.4268; 42.4609
Int neuro; 245; 29; 12.4303; 24.7122
Int neuro; 246; 54; 8.1165; 20.513
Int neuro; 246; 24; 12.282; 31.0263
Int neuro; 246; 51; 9.9883; 25.0822
Int neuro; 246; 33; 13.3992; 33.6421
Int neuro; 247; 27; 5.48; 14.9673
Int neuro; 247; 26; 8.1274; 22.076
Int neuro; 247; 32; 6.3721; 17.237
Int neuro; 247; 32; 7.0338; 19.0481
Int neuro; 248; 28; 6.0503; 13.5027
Int neuro; 248; 23; 14.0323; 31.3333
Int neuro; 248; 29; 8.7736; 19.5705
Int neuro; 248; 28; 11.4057; 25.4505
Int neuro; 249; 23; 12.8564; 25.8332
Int neuro; 249; 24; 7.8557; 15.8393
Int neuro; 249; 29; 12.0265; 24.2635
Int neuro; 249; 45; 10.4673; 21.1696
Int neuro; 250; 25; 12.3049; 28.0611
Int neuro; 250; 36; 9.4902; 21.5672
Int neuro; 250; 34; 15.7928; 35.9306
Int neuro; 250; 36; 6.3132; 14.3612
Int neuro; 251; 32; 5.7059; 12.4786
Int neuro; 251; 34; 14.1922; 31.0529
Int neuro; 251; 32; 13.5828; 29.6152
Int neuro; 251; 27; 9.3756; 20.4757
Int neuro; 252; 22; 7.4236; 17.8775
Int neuro; 252; 21; 9.3024; 22.3877
Int neuro; 252; 28; 17.799; 42.9261
Int neuro; 252; 19; 5.8154; 14.0374
Int neuro; 253; 22; 15.0198; 32.4436
Int neuro; 253; 31; 11.5447; 25.0105
Int neuro; 253; 21; 15.354; 33.2947
Int neuro; 253; 17; 8.4223; 18.1994
Int neuro; 254; 53; 6.3763; 16.0046
Int neuro; 254; 47; 9.2508; 23.3743
Int neuro; 254; 39; 7.7368; 19.6082
Int neuro; 254; 48; 9.1795; 22.96
